ID,Passenger_ID,Route ID,Class
3063,1013,1641,Economy
3064,99,1486,Economy
3065,124,976,Economy
3066,890,1967,Economy
3067,508,755,Business
3068,1564,147,First
3069,1499,637,Business
3070,1751,1043,Economy
3071,669,1046,First
3072,389,1815,Economy
3073,1394,1119,First
3074,1782,1206,Economy
3075,501,1256,Economy
3076,1681,520,Economy
3077,1103,1457,Business
3078,441,1300,Economy
3079,1436,1769,Economy
3080,1296,1524,Economy
3081,1920,781,Economy
3082,1224,1619,Economy
3083,553,1032,Economy
3084,204,1776,First
3085,1116,68,Economy
3086,151,1008,Economy
3087,673,1905,Economy
3088,1478,1775,First
3089,1360,1659,Economy
3090,1266,1418,Economy
3091,1541,1908,Economy
3092,484,777,Economy
3093,1627,1516,Economy
3094,977,1535,Economy
3095,150,354,Economy
3096,986,825,Economy
3097,1051,459,Economy
3098,1200,282,Economy
3099,1259,1593,Economy
3100,1215,381,Economy
3101,198,1627,Economy
3102,1663,688,Economy
3103,1791,1261,Economy
3104,551,1995,Economy
3105,1928,122,Economy
3106,1392,90,Business
3107,1162,1300,First
3108,1686,645,First
3109,1652,853,Economy
3110,382,432,Economy
3111,1111,1092,Economy
3112,1028,707,Economy
3113,919,100,Business
3114,1709,1851,Economy
3115,155,502,Economy
3116,583,96,Economy
3117,1311,1289,First
3118,1156,1170,Business
3119,1041,1150,Economy
3120,1052,1303,Economy
3121,1671,1757,Economy
3122,380,1752,Economy
3123,1107,1416,Economy
3124,592,383,Economy
3125,1237,112,First
3126,466,36,Business
3127,253,1645,Economy
3128,1475,979,Economy
3129,1177,1901,Business
3130,1284,694,Economy
3131,736,995,Economy
3132,803,633,Economy
3133,14,1721,Economy
3134,1298,749,Economy
3135,1050,362,Economy
3136,1815,662,First
3137,501,144,First
3138,62,1279,Business
3139,1614,460,Economy
3140,736,1444,Economy
3141,346,1396,First
3142,1665,598,Economy
3143,1001,1466,Economy
3144,1907,1989,First
3145,561,28,Economy
3146,254,67,Economy
3147,757,1605,Economy
3148,72,913,Business
3149,54,1238,Economy
3150,1913,658,Economy
3151,1774,863,Economy
3152,8,1458,Economy
3153,1703,915,Economy
3154,819,226,Economy
3155,1494,200,Business
3156,810,702,First
3157,1634,93,Business
3158,684,618,Economy
3159,1019,879,Economy
3160,1453,17,Economy
3161,795,1045,Economy
3162,741,671,Economy
3163,1929,773,Economy
3164,1218,982,Economy
3165,932,149,Economy
3166,564,1655,Business
3167,481,427,First
3168,592,1048,Economy
3169,457,195,Economy
3170,1146,1402,Economy
3171,1444,300,Economy
3172,1976,549,Economy
3173,384,1153,Economy
3174,142,1582,Economy
3175,1811,425,Business
3176,623,1207,Business
3177,503,1510,Economy
3178,1242,75,Economy
3179,383,1010,Economy
3180,664,979,Economy
3181,1200,587,Economy
3182,421,1140,Business
3183,538,1070,Economy
3184,499,1995,Economy
3185,576,1359,Economy
3186,1402,1653,Economy
3187,1256,63,Economy
3188,1096,1354,Business
3189,1617,1005,Economy
3190,1325,1436,Economy
3191,1440,285,Economy
3192,484,60,Economy
3193,1979,1235,Economy
3194,835,455,Economy
3195,1519,1635,Economy
3196,128,759,Economy
3197,1091,406,Economy
3198,1526,1555,Economy
3199,295,1599,Economy
3200,528,1680,Economy
3201,422,1413,Economy
3202,1263,1362,Economy
3203,1520,813,Economy
3204,220,621,Economy
3205,14,1704,Economy
3206,391,1032,Economy
3207,1131,117,Economy
3208,823,289,Business
3209,1571,30,Economy
3210,194,1985,Economy
3211,1870,1965,Economy
3212,1125,1081,Economy
3213,178,1329,Economy
3214,500,1020,Economy
3215,247,1951,Economy
3216,942,907,Economy
3217,1427,1756,Economy
3218,1762,1120,Business
3219,646,689,Economy
3220,1639,1534,First
3221,1637,1594,Economy
3222,746,393,Economy
3223,1254,1283,Economy
3224,60,165,Economy
3225,815,712,Economy
3226,1359,1855,Economy
3227,863,15,Economy
3228,1378,84,Economy
3229,1488,95,Economy
3230,469,938,Economy
3231,629,734,Economy
3232,1278,748,Economy
3233,1839,1829,Economy
3234,1061,1250,Business
3235,861,1070,Economy
3236,1694,1317,Economy
3237,172,1803,Economy
3238,313,575,Economy
3239,1452,1968,Economy
3240,1086,1961,Economy
3241,1582,1963,Economy
3242,1758,1921,Economy
3243,1642,1789,Economy
3244,186,492,First
3245,391,1035,Economy
3246,1576,1645,Economy
3247,1570,1974,Economy
3248,1942,1347,Economy
3249,1307,1802,Economy
3250,788,857,Economy
3251,191,1881,Economy
3252,1951,103,Economy
3253,1275,676,First
3254,1149,1884,Economy
3255,1375,1359,Business
3256,197,1646,Economy
3257,414,1693,Business
3258,798,1433,Economy
3259,1319,1198,Economy
3260,481,1853,Economy
3261,283,786,Economy
3262,1872,1675,Economy
3263,622,1588,Economy
3264,1531,1974,Economy
3265,188,606,Economy
3266,1630,1010,Economy
3267,1515,1585,Business
3268,1244,1894,Economy
3269,1477,799,Economy
3270,1168,137,Economy
3271,1383,5,Economy
3272,228,1241,Economy
3273,131,123,Economy
3274,510,610,Economy
3275,1802,959,Economy
3276,377,1344,Economy
3277,1095,767,Business
3278,223,814,Economy
3279,1875,1119,Economy
3280,59,1216,Business
3281,1994,1565,Business
3282,1178,822,Economy
3283,302,1242,Economy
3284,136,1512,Economy
3285,1982,1493,Economy
3286,182,358,Business
3287,335,1587,Economy
3288,1285,1788,Economy
3289,726,1915,Economy
3290,282,1672,Business
3291,1066,241,Economy
3292,533,472,Economy
3293,1104,1858,Economy
3294,322,174,Economy
3295,189,1871,Business
3296,1257,1780,Business
3297,427,580,Economy
3298,132,355,Economy
3299,113,1906,First
3300,1949,1793,Economy
3301,1560,929,First
3302,1057,865,Economy
3303,1521,374,First
3304,1651,1322,Business
3305,1229,1615,Economy
3306,313,1270,Economy
3307,950,1495,Economy
3308,1330,1174,Business
3309,1816,446,Business
3310,1170,731,Economy
3311,1650,560,Economy
3312,1630,1857,First
3313,1998,1381,Economy
3314,261,496,Business
3315,715,534,Economy
3316,961,874,Economy
3317,1225,277,Economy
3318,719,431,Economy
3319,1414,684,Economy
3320,483,987,Business
3321,401,114,Economy
3322,1394,1652,Economy
3323,95,107,Economy
3324,240,1792,Business
3325,984,495,Economy
3326,489,1116,Economy
3327,666,1875,Economy
3328,1900,1269,Economy
3329,1787,1190,Economy
3330,58,1781,Economy
3331,294,1937,Economy
3332,1903,1043,Economy
3333,523,1749,Economy
3334,678,1232,Economy
3335,1012,170,Economy
3336,794,384,Business
3337,556,1759,First
3338,135,345,Business
3339,903,653,Economy
3340,403,1835,Economy
3341,691,411,Economy
3342,61,654,Business
3343,317,997,Economy
3344,1398,1841,Economy
3345,511,1391,Economy
3346,958,39,First
3347,1728,1368,First
3348,266,397,Economy
3349,972,324,Economy
3350,341,1785,Economy
3351,1350,1457,Economy
3352,1511,367,Economy
3353,1443,1069,Economy
3354,670,1441,Business
3355,1721,1090,Economy
3356,1299,122,Economy
3357,1408,806,Economy
3358,1111,569,Economy
3359,399,1525,Economy
3360,1266,1336,Economy
3361,340,93,Economy
3362,1239,1932,Business
3363,602,1099,First
3364,204,1203,First
3365,1096,1277,Economy
3366,1857,1322,Economy
3367,1511,1260,Economy
3368,855,1530,Economy
3369,1749,150,Economy
3370,524,816,Economy
3371,262,1513,Economy
3372,1485,1655,Business
3373,828,857,Economy
3374,205,1631,Economy
3375,370,25,Economy
3376,870,584,Economy
3377,317,1122,Economy
3378,898,1947,Economy
3379,268,11,Economy
3380,1492,1779,Economy
3381,1761,1341,Economy
3382,1975,488,Economy
3383,733,1001,Economy
3384,1708,1983,Economy
3385,507,390,Economy
3386,1997,22,Economy
3387,440,769,Economy
3388,1698,1166,Economy
3389,1678,1242,Economy
3390,1426,749,Business
3391,1061,417,Business
3392,112,1658,Economy
3393,1294,119,Economy
3394,448,173,Economy
3395,678,1171,Economy
3396,289,330,Economy
3397,1169,274,Business
3398,1187,1332,Economy
3399,954,463,Economy
3400,480,1315,Economy
3401,765,1094,Economy
3402,757,1911,Economy
3403,761,152,Economy
3404,743,197,Economy
3405,249,1851,Economy
3406,1618,828,Economy
3407,1106,480,Economy
3408,1691,192,Economy
3409,1901,912,Economy
3410,1009,1386,Economy
3411,555,1235,Economy
3412,390,860,Economy
3413,366,1225,First
3414,487,187,Economy
3415,1476,1322,Business
3416,723,437,Economy
3417,1842,250,Economy
3418,1761,420,Economy
3419,686,401,Economy
3420,1714,418,Economy
3421,99,1581,Business
3422,632,1356,Economy
3423,1261,1946,Economy
3424,1511,894,Economy
3425,937,1229,Economy
3426,121,814,Economy
3427,1148,1188,Economy
3428,115,579,Economy
3429,1121,1333,Business
3430,103,592,Economy
3431,1310,975,Economy
3432,955,394,Economy
3433,173,1223,Economy
3434,55,876,Business
3435,384,204,Economy
3436,20,1637,First
3437,806,1924,Economy
3438,1875,916,Economy
3439,21,1896,Economy
3440,72,1900,Economy
3441,1499,1720,Economy
3442,1962,1935,Economy
3443,1347,1416,Economy
3444,224,493,Economy
3445,1287,978,Economy
3446,665,1173,Economy
3447,1678,255,Economy
3448,895,1261,Economy
3449,1969,452,Economy
3450,98,908,Economy
3451,294,1227,Economy
3452,1288,448,Economy
3453,1073,329,Economy
3454,433,1078,Economy
3455,1367,927,Economy
3456,332,1170,First
3457,1056,1107,Economy
3458,925,703,Business
3459,877,818,Economy
3460,1462,1967,Economy
3461,745,1291,Economy
3462,1417,1837,Business
3463,1024,1793,Economy
3464,1649,1020,Economy
3465,1132,716,Business
3466,1601,124,Economy
3467,177,912,Economy
3468,1200,310,Economy
3469,853,1100,Economy
3470,432,994,First
3471,1772,365,Economy
3472,487,359,Economy
3473,1526,62,Economy
3474,616,748,Economy
3475,1828,330,Economy
3476,1041,739,Economy
3477,1966,63,Economy
3478,521,938,Economy
3479,280,197,Economy
3480,617,149,Business
3481,1150,562,Economy
3482,1342,90,First
3483,550,163,Economy
3484,672,1790,Economy
3485,1248,1940,Economy
3486,395,107,Business
3487,511,1091,Economy
3488,1247,484,Economy
3489,143,426,Economy
3490,281,1931,Business
3491,993,215,Economy
3492,376,1516,Economy
3493,965,197,Economy
3494,630,514,First
3495,1716,758,First
3496,1866,437,Economy
3497,1101,1389,Economy
3498,1125,595,Economy
3499,46,182,First
3500,689,1253,Economy
3501,849,1152,Economy
3502,386,1570,Economy
3503,1536,1982,Economy
3504,1588,1693,Economy
3505,815,1253,Economy
3506,4,968,Business
3507,1689,377,Economy
3508,1844,4,Economy
3509,797,1516,Economy
3510,637,335,Economy
3511,746,216,First
3512,1933,1455,First
3513,296,1028,Economy
3514,403,345,Economy
3515,1950,1187,Business
3516,395,1238,Economy
3517,13,371,First
3518,1656,149,Economy
3519,1612,1088,Economy
3520,1289,1133,First
3521,202,714,Business
3522,697,1949,Business
3523,1838,567,Economy
3524,1298,1857,Economy
3525,1122,1051,Economy
3526,999,908,Economy
3527,523,161,Economy
3528,650,1123,Economy
3529,804,1924,Economy
3530,1447,1213,Business
3531,1495,1900,Economy
3532,1035,1458,Economy
3533,1652,1241,First
3534,1699,1092,Economy
3535,415,1263,Economy
3536,298,267,Economy
3537,1391,1212,Economy
3538,842,764,Economy
3539,505,952,Business
3540,803,1361,Economy
3541,892,882,Business
3542,74,1268,Economy
3543,1410,1804,First
3544,1204,1831,First
3545,1621,1878,Economy
3546,210,2,Business
3547,1915,1220,Economy
3548,426,1984,Economy
3549,666,968,Economy
3550,455,1106,Economy
3551,215,1384,Economy
3552,37,1916,Economy
3553,142,241,Economy
3554,856,71,Economy
3555,389,1252,Economy
3556,600,274,Economy
3557,1096,910,Economy
3558,259,636,Economy
3559,249,348,Economy
3560,613,1826,Economy
3561,691,802,Economy
3562,1081,31,Economy
3563,858,643,Economy
3564,1803,1333,Economy
3565,177,1498,Economy
3566,69,645,Economy
3567,1987,1247,Economy
3568,367,402,Economy
3569,1619,971,Business
3570,47,57,Economy
3571,1784,1262,First
3572,1364,769,Economy
3573,321,1677,Economy
3574,554,895,Economy
3575,879,683,Business
3576,1102,33,Business
3577,580,1744,Economy
3578,604,1701,Economy
3579,1366,1837,Economy
3580,147,1045,Economy
3581,1056,925,First
3582,220,1991,Economy
3583,1102,903,Economy
3584,519,1101,Economy
3585,1146,327,Economy
3586,1491,1747,Economy
3587,1950,1008,First
3588,1856,72,Business
3589,1338,1352,Economy
3590,845,519,Economy
3591,693,1266,Economy
3592,231,1717,Business
3593,1413,607,Economy
3594,1701,902,Business
3595,738,194,Economy
3596,1769,112,Economy
3597,292,1349,Economy
3598,1475,1727,Economy
3599,586,1310,Business
3600,1054,280,Economy
3601,45,325,Economy
3602,1739,1722,Economy
3603,1727,1765,Economy
3604,450,1490,First
3605,1814,1001,Economy
3606,1190,1621,Economy
3607,460,4,Business
3608,100,834,Economy
3609,1625,291,Economy
3610,782,320,Economy
3611,1750,1821,Economy
3612,1389,1400,Economy
3613,841,1847,Economy
3614,447,1326,Economy
3615,859,84,Economy
3616,1054,402,Economy
3617,388,498,Economy
3618,905,923,First
3619,623,698,Economy
3620,1570,1143,Business
3621,1875,589,First
3622,456,787,Economy
3623,1963,447,Economy
3624,1733,81,Economy
3625,572,288,Economy
3626,1788,143,Economy
3627,1993,224,Economy
3628,993,1890,Economy
3629,1078,1100,Economy
3630,902,1921,Economy
3631,185,1352,Economy
3632,824,683,Economy
3633,194,1400,Business
3634,872,473,Economy
3635,1131,114,Economy
3636,875,746,Economy
3637,702,1354,Economy
3638,501,633,Economy
3639,833,1066,Economy
3640,1087,1694,Economy
3641,906,370,Economy
3642,338,1777,Economy
3643,629,983,Economy
3644,1005,1057,Economy
3645,606,762,Economy
3646,371,850,Economy
3647,679,881,Business
3648,1408,793,Economy
3649,1179,1864,Economy
3650,1137,535,Economy
3651,901,1906,Economy
3652,592,1891,Economy
3653,853,1173,Business
3654,1725,851,Economy
3655,1234,113,Economy
3656,15,985,Economy
3657,1293,757,Economy
3658,1383,1805,Economy
3659,1081,1983,Economy
3660,1793,579,Economy
3661,294,558,Business
3662,1977,1034,Economy
3663,93,737,First
3664,907,564,Economy
3665,1002,1535,Business
3666,560,1955,Economy
3667,73,1803,Economy
3668,1966,1356,Economy
3669,1893,784,Economy
3670,1044,1769,Economy
3671,1080,80,Economy
3672,751,1458,Economy
3673,290,404,Economy
3674,1315,282,First
3675,1754,379,Economy
3676,403,1138,Economy
3677,834,713,Economy
3678,1,1465,Economy
3679,487,260,Economy
3680,443,32,Economy
3681,756,372,First
3682,1422,243,Business
3683,628,1122,Business
3684,198,1091,Economy
3685,714,347,First
3686,8,1305,Economy
3687,1300,1851,Economy
3688,2000,1691,Economy
3689,120,1329,Economy
3690,1101,383,Economy
3691,514,1194,Business
3692,1485,1786,Economy
3693,190,819,Business
3694,1651,951,Economy
3695,528,255,Economy
3696,976,1317,Economy
3697,1524,203,Economy
3698,71,789,Business
3699,139,815,Economy
3700,152,167,Economy
3701,695,1528,Economy
3702,1686,395,Business
3703,715,1583,Economy
3704,933,1432,Economy
3705,882,1007,Business
3706,1122,1394,Economy
3707,774,1697,Economy
3708,1016,835,Economy
3709,854,938,Economy
3710,1686,1173,Economy
3711,1455,183,Business
3712,117,1225,Economy
3713,1554,777,Economy
3714,1516,1876,Economy
3715,912,1450,Business
3716,162,1601,Economy
3717,53,1677,Economy
3718,765,316,Economy
3719,693,880,Economy
3720,787,537,First
3721,22,1619,Economy
3722,1023,489,Economy
3723,1883,435,Economy
3724,1557,471,Business
3725,262,1398,Economy
3726,1452,1045,Economy
3727,65,1778,Business
3728,354,2000,Business
3729,1821,1861,Economy
3730,46,877,Economy
3731,1714,357,Economy
3732,952,238,Economy
3733,117,1317,Economy
3734,1179,187,Economy
3735,444,167,Economy
3736,431,1015,Economy
3737,1939,1734,Economy
3738,928,321,Economy
3739,1407,391,Economy
3740,715,1955,Economy
3741,382,286,Economy
3742,1344,836,Business
3743,1013,117,Business
3744,404,922,Economy
3745,1802,103,First
3746,954,967,Economy
3747,422,1233,Economy
3748,85,1787,Economy
3749,1393,1333,Economy
3750,1668,1791,First
3751,1101,1906,Economy
3752,765,1102,Economy
3753,658,127,Economy
3754,948,1333,Economy
3755,1441,293,Economy
3756,1588,345,Economy
3757,1884,1292,Economy
3758,1358,233,Economy
3759,278,717,Economy
3760,14,991,Business
3761,815,1153,Economy
3762,251,1989,Economy
3763,227,394,Economy
3764,1885,312,Business
3765,1207,547,Business
3766,161,1928,Business
3767,757,159,Economy
3768,746,1450,Economy
3769,501,414,Economy
3770,829,501,First
3771,492,1138,First
3772,884,773,Business
3773,1381,1610,Economy
3774,798,1357,Economy
3775,599,60,First
3776,468,1417,First
3777,273,1641,Economy
3778,231,424,Economy
3779,802,533,Economy
3780,1390,1556,Economy
3781,1168,867,Economy
3782,1083,1968,First
3783,213,597,Economy
3784,1681,1619,Economy
3785,1123,1618,Economy
3786,175,1526,Economy
3787,244,1470,Business
3788,692,323,Economy
3789,156,1647,Economy
3790,910,13,Economy
3791,1716,76,Economy
3792,1255,1212,Business
3793,58,840,First
3794,1763,1197,Economy
3795,262,608,Business
3796,1583,1999,Economy
3797,1933,464,Economy
3798,1332,343,Business
3799,682,1661,Economy
3800,1607,270,Economy
3801,1998,826,First
3802,1989,1342,Economy
3803,1054,290,Economy
3804,1921,1040,Economy
3805,1973,536,Economy
3806,1274,318,Economy
3807,831,1975,Economy
3808,411,977,Business
3809,208,1570,Economy
3810,1574,612,Economy
3811,1938,348,Economy
3812,1939,1519,Business
3813,1161,776,Economy
3814,1181,57,Economy
3815,1713,951,Economy
3816,1404,262,Economy
3817,1678,1364,Economy
3818,1732,628,Economy
3819,1426,1360,Economy
3820,285,992,Economy
3821,1167,1409,Economy
3822,1288,698,Business
3823,1196,1652,Economy
3824,980,1956,Economy
3825,1525,1519,Economy
3826,1006,1145,Economy
3827,1620,1747,Economy
3828,1726,663,Economy
3829,619,296,Economy
3830,1764,860,Economy
3831,799,1348,First
3832,1548,2000,Economy
3833,240,1307,Economy
3834,931,773,Economy
3835,1561,692,First
3836,225,1808,Economy
3837,39,610,Economy
3838,699,1469,Economy
3839,636,1295,Economy
3840,40,1211,Economy
3841,467,1592,First
3842,1041,1031,Economy
3843,783,44,Economy
3844,1045,130,Economy
3845,1834,1856,First
3846,489,55,First
3847,719,154,First
3848,1417,900,Economy
3849,898,330,Economy
3850,1153,516,Economy
3851,1467,1727,First
3852,87,1892,First
3853,603,67,Economy
3854,1078,1948,Business
3855,1102,1773,Economy
3856,1704,716,Economy
3857,579,269,Economy
3858,1689,116,First
3859,263,203,Economy
3860,624,982,Economy
3861,740,880,Economy
3862,1234,767,Business
3863,652,1388,Economy
3864,762,1310,Economy
3865,864,668,Economy
3866,1170,1156,Economy
3867,1360,280,Economy
3868,1821,1814,Economy
3869,1277,1794,Economy
3870,1581,1062,Economy
3871,1413,1677,Economy
3872,351,663,Business
3873,1445,1033,Economy
3874,608,657,Economy
3875,1995,1608,Economy
3876,1743,686,Economy
3877,1028,1892,Economy
3878,1659,1087,Economy
3879,815,351,First
3880,413,560,Economy
3881,791,1357,Economy
3882,1021,1772,Economy
3883,449,298,Economy
3884,847,459,Economy
3885,907,91,Economy
3886,809,892,Economy
3887,44,1761,Economy
3888,740,752,Economy
3889,397,852,Economy
3890,1525,908,Economy
3891,1843,108,Business
3892,345,543,First
3893,197,873,First
3894,1229,940,Economy
3895,757,1453,Economy
3896,1616,40,Economy
3897,12,419,Economy
3898,787,1401,Business
3899,137,283,Business
3900,1799,1318,First
3901,1624,114,Economy
3902,1005,219,Economy
3903,168,1186,Economy
3904,195,1470,Economy
3905,1887,198,Economy
3906,575,165,Economy
3907,240,120,Economy
3908,764,1217,Economy
3909,294,157,Economy
3910,362,1245,Economy
3911,1360,490,Business
3912,1337,1382,Economy
3913,103,1925,Economy
3914,320,568,Economy
3915,1846,676,Economy
3916,980,1803,Economy
3917,1823,1497,Economy
3918,913,769,Economy
3919,657,928,Economy
3920,1543,1821,Business
3921,918,719,Economy
3922,1110,422,Economy
3923,1814,423,Economy
3924,1905,461,Economy
3925,997,1041,Economy
3926,1421,718,Economy
3927,1099,645,Economy
3928,440,401,Economy
3929,685,1581,Economy
3930,611,1571,Economy
3931,27,1719,Economy
3932,1696,1340,Economy
3933,1771,1338,Economy
3934,1288,1965,Economy
3935,725,1466,Economy
3936,965,338,Economy
3937,1757,520,Economy
3938,535,839,Economy
3939,118,1945,Economy
3940,1865,518,Economy
3941,638,703,Economy
3942,124,1423,Economy
3943,952,1783,Economy
3944,3,475,Economy
3945,1868,1747,Economy
3946,1636,1772,Economy
3947,737,737,Economy
3948,1453,986,Economy
3949,462,1363,Economy
3950,1771,282,Economy
3951,1390,35,Economy
3952,1063,1195,Economy
3953,745,1985,Economy
3954,1195,968,Economy
3955,1540,1374,Economy
3956,1959,1629,First
3957,179,1733,Business
3958,1427,1413,Economy
3959,1967,658,Economy
3960,374,469,Economy
3961,1489,1792,Economy
3962,1849,1781,Economy
3963,375,103,Economy
3964,213,1646,Economy
3965,729,1380,Economy
3966,1048,1435,Economy
3967,812,702,Economy
3968,731,121,Economy
3969,860,922,First
3970,502,1139,First
3971,1691,1246,Economy
3972,1958,1924,Economy
3973,1616,1999,Economy
3974,794,1179,Economy
3975,1650,1773,Economy
3976,1431,579,Economy
3977,649,119,Economy
3978,1332,807,Economy
3979,1320,1761,Economy
3980,1263,1567,First
3981,813,229,Economy
3982,1914,1556,Economy
3983,223,1377,First
3984,401,1827,Economy
3985,1599,1757,Economy
3986,1650,1311,Business
3987,204,1599,Economy
3988,1663,107,Economy
3989,1938,406,Economy
3990,186,487,First
3991,1196,1994,Economy
3992,1974,416,Economy
3993,925,413,Economy
3994,1299,372,Economy
3995,1124,822,Economy
3996,1637,801,Economy
3997,1610,832,Business
3998,369,1563,Economy
3999,1912,30,Economy
4000,662,1408,Economy
4001,367,296,Economy
4002,1286,1990,First
4003,952,1974,Economy
4004,518,1722,Economy
4005,1199,925,First
4006,153,85,Economy
4007,1095,521,Economy
4008,113,1413,Economy
4009,1095,619,Economy
4010,88,1780,Business
4011,1708,175,Economy
4012,1512,369,Economy
4013,1679,105,Economy
4014,1606,984,Economy
4015,1477,241,Economy
4016,805,1513,Economy
4017,174,15,Economy
4018,1581,815,First
4019,1676,1072,Economy
4020,683,764,Economy
4021,1325,795,Economy
4022,169,3,Economy
4023,704,785,Economy
4024,1270,1289,Economy
4025,575,410,First
4026,1370,78,Economy
4027,387,1239,Economy
4028,1419,1605,Business
4029,1495,524,First
4030,1466,746,Business
4031,1648,1909,Economy
4032,1305,452,Economy
4033,1202,414,First
4034,1244,1548,Economy
4035,271,501,Economy
4036,23,450,Business
4037,1812,1232,Economy
4038,1343,1586,Economy
4039,1719,616,Business
4040,1092,335,Economy
4041,330,290,Economy
4042,328,739,Economy
4043,1122,70,Economy
4044,1841,1713,Economy
4045,1081,305,Economy
4046,842,561,Economy
4047,1623,1776,Economy
4048,1086,1818,Economy
4049,871,1129,Economy
4050,1928,1447,First
4051,935,541,Economy
4052,237,932,Economy
4053,892,150,Economy
4054,1817,1513,Economy
4055,1445,1496,First
4056,1211,1304,Economy
4057,1189,235,Business
4058,899,309,Economy
4059,607,1862,First
4060,1506,1196,Economy
4061,1519,667,Economy
4062,259,1856,Economy
4063,1852,712,First
4064,1966,671,Economy
4065,1069,821,Economy
4066,987,956,Economy
4067,602,391,Economy
4068,1173,72,Economy
4069,103,522,Economy
4070,648,1021,Business
4071,1389,252,Economy
4072,1810,1446,Economy
4073,1323,1065,Economy
4074,145,434,Economy
4075,1026,1526,Economy
4076,1515,773,Economy
4077,1986,1076,Economy
4078,394,102,Economy
4079,1344,1268,Economy
4080,241,1881,Economy
4081,732,760,Economy
4082,873,838,Economy
4083,854,1801,Business
4084,1273,728,Economy
4085,1415,744,Business
4086,527,711,Economy
4087,1746,1943,Economy
4088,711,214,Economy
4089,225,885,Economy
4090,1614,1514,Economy
4091,1461,230,Economy
4092,1666,538,First
4093,225,1913,Economy
4094,180,870,First
4095,1319,350,Economy
4096,1579,783,Economy
4097,293,1670,Economy
4098,1848,1408,Economy
4099,669,392,Economy
4100,1471,1581,Economy
4101,9,489,First
4102,1719,711,Economy
4103,827,1675,First
4104,425,44,Economy
4105,225,1354,Economy
4106,1443,436,Business
4107,1932,251,Economy
4108,669,66,Economy
4109,178,92,Economy
4110,1918,372,Economy
4111,466,1297,Economy
4112,326,349,Economy
4113,337,71,Economy
4114,522,380,Economy
4115,1522,1527,Economy
4116,312,715,Economy
4117,177,1881,Economy
4118,1803,245,Business
4119,1848,822,First
4120,745,1824,Economy
4121,692,1707,Economy
4122,1372,210,Economy
4123,750,1664,Business
4124,1726,564,Economy
4125,428,1941,Economy
4126,1300,751,Business
4127,1520,801,Economy
4128,731,461,Economy
4129,1631,1080,Economy
4130,1718,1281,Business
4131,1908,1775,Economy
4132,1912,1364,Economy
4133,182,1547,First
4134,979,1901,Economy
4135,525,1607,Economy
4136,1330,147,Business
4137,1235,1087,Business
4138,1949,385,First
4139,781,302,Economy
4140,1584,978,Economy
4141,964,198,Economy
4142,652,871,Economy
4143,1709,1855,Business
4144,1600,1093,Economy
4145,127,1921,Economy
4146,1056,276,Economy
4147,476,1314,First
4148,1437,836,Economy
4149,1097,342,Economy
4150,539,754,First
4151,1969,131,Economy
4152,1050,1698,Economy
4153,348,520,Economy
4154,1951,1942,Economy
4155,606,1404,Economy
4156,1696,7,Economy
4157,813,1823,Economy
4158,1655,399,Economy
4159,635,1151,Economy
4160,437,1773,Economy
4161,1168,1923,Business
4162,1496,149,Business
4163,695,1016,Economy
4164,1537,1989,Economy
4165,1675,1051,Business
4166,458,62,Economy
4167,424,1609,Economy
4168,87,138,Economy
4169,985,1428,Economy
4170,973,1434,Economy
4171,1188,1247,Economy
4172,1723,1769,Business
4173,203,1080,Economy
4174,50,1347,Economy
4175,600,1432,Economy
4176,553,1360,Economy
4177,591,314,Economy
4178,1301,747,Economy
4179,212,403,Economy
4180,726,1708,Business
4181,1813,927,Economy
4182,94,1013,Economy
4183,709,466,Business
4184,1236,1619,Economy
4185,1339,1684,Economy
4186,1083,925,Economy
4187,1818,1990,Economy
4188,95,1537,Economy
4189,884,480,Business
4190,84,1713,Business
4191,1894,1559,Economy
4192,1748,1072,Economy
4193,412,605,Economy
4194,1595,1830,Business
4195,841,1902,Economy
4196,333,1426,Business
4197,114,1439,Economy
4198,519,195,Economy
4199,258,1294,Economy
4200,440,667,Economy
4201,986,547,Economy
4202,149,1870,Economy
4203,1769,1718,Economy
4204,1022,1950,Business
4205,1734,1911,Economy
4206,397,1888,Economy
4207,1406,1150,Business
4208,789,435,Economy
4209,1262,546,First
4210,1278,158,Economy
4211,1550,1944,Economy
4212,492,520,Economy
4213,1591,718,Economy
4214,560,354,Economy
4215,1206,1083,Economy
4216,1225,1268,Economy
4217,1101,1297,Economy
4218,133,30,Economy
4219,1649,992,Economy
4220,1754,1711,Economy
4221,1946,346,Business
4222,1773,12,First
4223,314,1065,Business
4224,723,781,Economy
4225,935,106,Economy
4226,630,1245,Business
4227,7,1406,Economy
4228,986,1869,First
4229,1753,1250,Business
4230,1431,1990,Economy
4231,237,1141,Economy
4232,84,536,Economy
4233,804,1397,Economy
4234,684,120,Economy
4235,457,1966,Economy
4236,1257,1595,Economy
4237,1397,869,Economy
4238,292,1358,Economy
4239,969,1106,First
4240,618,976,Economy
4241,1375,1596,Economy
4242,860,1153,Economy
4243,1965,942,Economy
4244,537,1899,Economy
4245,391,1584,Economy
4246,796,1048,Economy
4247,1014,773,Economy
4248,533,1736,Economy
4249,1628,1049,Economy
4250,1216,276,Economy
4251,1818,1847,First
4252,1874,723,Economy
4253,456,819,Economy
4254,1723,742,Economy
4255,660,1354,Economy
4256,1233,1396,Economy
4257,444,1206,Economy
4258,233,1806,Economy
